规则序号,judgment_result,IFC实体组,
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1kJ"", ""type"": ""热轧H型钢:HW400x400x13x21:219094 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1lJ"", ""type"": ""热轧H型钢:HW400x400x13x21:219030 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1lY"", ""type"": ""热轧H型钢:HW400x400x13x21:219047 (IfcBeam)""}]",
29,"不合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0BQfC5xMrD0RyTBtqcy1yM"", ""type"": ""热轧H型钢:HW400x400x13x21:217939 (IfcBeam)""}]",
30,"不合规","[{""guid"": ""2WoqTfK6H4ixXkt521zO2i"", ""type"": ""楼板:常规 - 120mm 2:219792 (IfcSlab)""}]",
23,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0TDMvFTNHFH99lCoq9QHPU"", ""type"": ""基本墙:常规 - 200mm:221209 (IfcWall)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_$1"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216377 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_$3"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216379 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_$9"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216369 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_$D"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216373 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_$F"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216375 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_$J"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216363 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_$L"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216365 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_$N"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216367 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_$V"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216359 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_Wf"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215761 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_Wh"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215763 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_Wl"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215767 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_Wr"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215757 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_Wt"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215759 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_Wz"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215749 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_Xv"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215681 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_Xz"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215685 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_Y3"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215675 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_Y9"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215665 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_Z9"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215601 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_ZL"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215597 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_ZN"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215599 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_ZP"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215585 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_ZV"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215591 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_Zb"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215581 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_aP"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216033 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_aR"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216035 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_ab"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216029 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_af"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216017 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_aj"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216021 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_al"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216023 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_b$"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215943 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_bz"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215941 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_c3"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215931 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_c5"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215933 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_cF"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215927 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_dJ"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215851 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_dL"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215853 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_dN"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215855 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_dV"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215847 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_db"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215837 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_dd"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215839 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_fM"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215214 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_gh"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215123 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_i$"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215495 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_iZ"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215515 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_ih"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215507 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_il"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215511 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_in"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215497 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_ir"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215501 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_it"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215503 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_kG"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215400 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_kY"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215386 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_l2"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:215354 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_uP"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216289 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_uT"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216293 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_uh"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216275 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_vn"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216201 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_vr"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216205 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_vv"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216193 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_vz"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216197 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_w1"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216185 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_w3"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216187 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_xD"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216117 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_xF"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216119 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_xL"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216109 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_xR"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216099 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_xT"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216101 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""0gKFhH4357pRQxVB7vb_xV"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:216103 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIG3"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217265 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIGJ"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217249 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIGP"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217259 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIGR"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217257 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIGV"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217261 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIGf"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217243 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIGj"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217247 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIH0"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217330 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIHM"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217316 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIHO"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217322 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIHS"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217326 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIHU"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217324 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIHi"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217310 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKII1"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217139 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIIJ"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217121 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIIN"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217125 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIIT"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217135 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIIV"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217133 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIJ2"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217200 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIJI"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217184 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIJK"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217190 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIJO"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217194 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIJQ"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217192 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIJS"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217198 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIKJ"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217505 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIKf"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217499 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIKh"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217497 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKIKj"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217503 (IfcColumn)""}]",
28,"合规","[{""guid"": ""2OibT2UMLBYgfonVRELIuz"", ""type"": "" (IfcBuilding)""}, {""guid"": ""2TJvWVuN51mepwyN3rKILG"", ""type"": ""混凝土 - 矩形 - 柱:500 x 500mm 2:217570 (IfcColumn)""}]",
